t,method,crps
16616,vitali_ogd_per_quantile,0.057848
16616,mechanism,0.06753
16617,uniform,0.070397
16617,raja_history_free,0.069228
16617,vitali_ogd_per_quantile,0.057197
16617,mechanism,0.066842
16618,uniform,0.070094
16618,raja_history_free,0.068929
16618,vitali_ogd_per_quantile,0.057083
16618,mechanism,0.066584
16619,uniform,0.069915
16619,raja_history_free,0.068757
16619,vitali_ogd_per_quantile,0.057021
16619,mechanism,0.066478
16620,uniform,0.068936
16620,raja_history_free,0.067783
16620,vitali_ogd_per_quantile,0.056214
16620,mechanism,0.065585
16621,uniform,0.068264
16621,raja_history_free,0.06712
16621,vitali_ogd_per_quantile,0.056037
16621,mechanism,0.065078
16622,uniform,0.067376
16622,raja_history_free,0.066211
16622,vitali_ogd_per_quantile,0.054686
16622,mechanism,0.063958
16623,uniform,0.067092
16623,raja_history_free,0.06593
16623,vitali_ogd_per_quantile,0.054607
16623,mechanism,0.063664
16624,uniform,0.067097
16624,raja_history_free,0.065931
16624,vitali_ogd_per_quantile,0.054447
16624,mechanism,0.063661
16625,uniform,0.067114
16625,raja_history_free,0.06595
16625,vitali_ogd_per_quantile,0.054536
16625,mechanism,0.06368
16626,uniform,0.066754
16626,raja_history_free,0.065593
16626,vitali_ogd_per_quantile,0.054216
16626,mechanism,0.063325
16627,uniform,0.066771
16627,raja_history_free,0.065608
16627,vitali_ogd_per_quantile,0.054115
16627,mechanism,0.063338
16628,uniform,0.065563
16628,raja_history_free,0.064393
16628,vitali_ogd_per_quantile,0.052885
16628,mechanism,0.062121
16629,uniform,0.065174
16629,raja_history_free,0.064014
16629,vitali_ogd_per_quantile,0.052812
16629,mechanism,0.061709
16630,uniform,0.065058
16630,raja_history_free,0.063889
16630,vitali_ogd_per_quantile,0.052418
16630,mechanism,0.061528
16631,uniform,0.065562
16631,raja_history_free,0.06439
16631,vitali_ogd_per_quantile,0.052754
16631,mechanism,0.062022
16632,uniform,0.066144
16632,raja_history_free,0.064961
16632,vitali_ogd_per_quantile,0.053039
16632,mechanism,0.06255
16633,uniform,0.066462
16633,raja_history_free,0.065253
16633,vitali_ogd_per_quantile,0.053096
16633,mechanism,0.062732
16634,uniform,0.06665
16634,raja_history_free,0.065472
16634,vitali_ogd_per_quantile,0.053627
16634,mechanism,0.063091
16635,uniform,0.06661
16635,raja_history_free,0.065428
16635,vitali_ogd_per_quantile,0.053588
16635,mechanism,0.063045
16636,uniform,0.066656
16636,raja_history_free,0.065468
16636,vitali_ogd_per_quantile,0.053586
16636,mechanism,0.063086
16637,uniform,0.066802
16637,raja_history_free,0.065611
16637,vitali_ogd_per_quantile,0.053686
16637,mechanism,0.063221
16638,uniform,0.066922
16638,raja_history_free,0.065706
16638,vitali_ogd_per_quantile,0.053431
16638,mechanism,0.063303
16639,uniform,0.066671
16639,raja_history_free,0.065491
16639,vitali_ogd_per_quantile,0.053645
16639,mechanism,0.063172
16640,uniform,0.066481
16640,raja_history_free,0.065309
16640,vitali_ogd_per_quantile,0.053655
16640,mechanism,0.063002
16641,uniform,0.065122
16641,raja_history_free,0.063951
16641,vitali_ogd_per_quantile,0.052691
16641,mechanism,0.061756
16642,uniform,0.064884
16642,raja_history_free,0.063787
16642,vitali_ogd_per_quantile,0.053281
16642,mechanism,0.06177
16643,uniform,0.065404
16643,raja_history_free,0.064348
16643,vitali_ogd_per_quantile,0.05387
16643,mechanism,0.062504
16644,uniform,0.066223
16644,raja_history_free,0.065222
16644,vitali_ogd_per_quantile,0.055217
16644,mechanism,0.063421
16645,uniform,0.067441
16645,raja_history_free,0.066464
16645,vitali_ogd_per_quantile,0.056784
16645,mechanism,0.064604
16646,uniform,0.069222
16646,raja_history_free,0.068222
16646,vitali_ogd_per_quantile,0.058126
16646,mechanism,0.066525
16647,uniform,0.069806
16647,raja_history_free,0.068747
16647,vitali_ogd_per_quantile,0.058262
16647,mechanism,0.067073
16648,uniform,0.070012
16648,raja_history_free,0.06891
16648,vitali_ogd_per_quantile,0.058242
16648,mechanism,0.067138
16649,uniform,0.07023
16649,raja_history_free,0.069086
16649,vitali_ogd_per_quantile,0.058225
16649,mechanism,0.067213
16650,uniform,0.070407
16650,raja_history_free,0.069244
16650,vitali_ogd_per_quantile,0.058269
16650,mechanism,0.06731
16651,uniform,0.069829
16651,raja_history_free,0.068667
16651,vitali_ogd_per_quantile,0.057738
16651,mechanism,0.066729
16652,uniform,0.069961
16652,raja_history_free,0.0688
16652,vitali_ogd_per_quantile,0.057713
16652,mechanism,0.066862
16653,uniform,0.069905
16653,raja_history_free,0.068749
16653,vitali_ogd_per_quantile,0.057637
16653,mechanism,0.066805
16654,uniform,0.069596
16654,raja_history_free,0.068444
16654,vitali_ogd_per_quantile,0.057421
16654,mechanism,0.066532
16655,uniform,0.068327
16655,raja_history_free,0.067184
16655,vitali_ogd_per_quantile,0.057042
16655,mechanism,0.065442
16656,uniform,0.067347
16656,raja_history_free,0.06624
16656,vitali_ogd_per_quantile,0.056863
16656,mechanism,0.064749
16657,uniform,0.067401
16657,raja_history_free,0.066325
16657,vitali_ogd_per_quantile,0.056982
16657,mechanism,0.064963
16658,uniform,0.067076
16658,raja_history_free,0.066018
16658,vitali_ogd_per_quantile,0.056985
16658,mechanism,0.064806
16659,uniform,0.066462
16659,raja_history_free,0.065417
16659,vitali_ogd_per_quantile,0.056664
16659,mechanism,0.064324
16660,uniform,0.068325
16660,raja_history_free,0.067303
16660,vitali_ogd_per_quantile,0.058853
16660,mechanism,0.066337
16661,uniform,0.070008
16661,raja_history_free,0.068934
16661,vitali_ogd_per_quantile,0.05972
16661,mechanism,0.068018
16662,uniform,0.070594
16662,raja_history_free,0.069415
16662,vitali_ogd_per_quantile,0.059635
16662,mechanism,0.068397
16663,uniform,0.070986
16663,raja_history_free,0.069741
16663,vitali_ogd_per_quantile,0.059582
16663,mechanism,0.068548
16664,uniform,0.071009
16664,raja_history_free,0.069726
16664,vitali_ogd_per_quantile,0.059393
16664,mechanism,0.068403
16665,uniform,0.070849
16665,raja_history_free,0.069557
16665,vitali_ogd_per_quantile,0.059254
16665,mechanism,0.068205
16666,uniform,0.070441
16666,raja_history_free,0.069151
16666,vitali_ogd_per_quantile,0.059053
16666,mechanism,0.067837
16667,uniform,0.070307
16667,raja_history_free,0.069027
16667,vitali_ogd_per_quantile,0.058986
16667,mechanism,0.067767
16668,uniform,0.069952
16668,raja_history_free,0.068681
16668,vitali_ogd_per_quantile,0.058772
16668,mechanism,0.067485
16669,uniform,0.069912
16669,raja_history_free,0.068645
16669,vitali_ogd_per_quantile,0.058691
16669,mechanism,0.06747
16670,uniform,0.069724
16670,raja_history_free,0.068445
16670,vitali_ogd_per_quantile,0.05841
16670,mechanism,0.067228
16671,uniform,0.069439
16671,raja_history_free,0.068161
16671,vitali_ogd_per_quantile,0.058227
16671,mechanism,0.066947
16672,uniform,0.069438
16672,raja_history_free,0.068164
16672,vitali_ogd_per_quantile,0.058301
16672,mechanism,0.06695
16673,uniform,0.069106
16673,raja_history_free,0.067819
16673,vitali_ogd_per_quantile,0.057815
16673,mechanism,0.0666
16674,uniform,0.068736
16674,raja_history_free,0.067449
16674,vitali_ogd_per_quantile,0.057636
16674,mechanism,0.066244
16675,uniform,0.067642
16675,raja_history_free,0.066363
16675,vitali_ogd_per_quantile,0.056774
16675,mechanism,0.065176
16676,uniform,0.067488
16676,raja_history_free,0.066235
16676,vitali_ogd_per_quantile,0.056838
16676,mechanism,0.065081
16677,uniform,0.06697
16677,raja_history_free,0.065734
16677,vitali_ogd_per_quantile,0.056649
16677,mechanism,0.064691
16678,uniform,0.0666
16678,raja_history_free,0.06532
16678,vitali_ogd_per_quantile,0.055786
16678,mechanism,0.064101
16679,uniform,0.0664
16679,raja_history_free,0.065111
16679,vitali_ogd_per_quantile,0.055663
16679,mechanism,0.063877
16680,uniform,0.065879
16680,raja_history_free,0.064571
16680,vitali_ogd_per_quantile,0.054884
16680,mechanism,0.063346
16681,uniform,0.066029
16681,raja_history_free,0.064714
16681,vitali_ogd_per_quantile,0.05491
16681,mechanism,0.063498
16682,uniform,0.065385
16682,raja_history_free,0.064065
16682,vitali_ogd_per_quantile,0.054388
16682,mechanism,0.062845
16683,uniform,0.065066
16683,raja_history_free,0.063757
16683,vitali_ogd_per_quantile,0.054317
16683,mechanism,0.062512
16684,uniform,0.065078
16684,raja_history_free,0.063779
16684,vitali_ogd_per_quantile,0.054312
16684,mechanism,0.06256
16685,uniform,0.065044
16685,raja_history_free,0.063715
16685,vitali_ogd_per_quantile,0.053822
16685,mechanism,0.0624
16686,uniform,0.065104
16686,raja_history_free,0.063766
16686,vitali_ogd_per_quantile,0.053779
16686,mechanism,0.06243
16687,uniform,0.065427
16687,raja_history_free,0.064082
16687,vitali_ogd_per_quantile,0.053952
16687,mechanism,0.062716
16688,uniform,0.065685
16688,raja_history_free,0.064322
16688,vitali_ogd_per_quantile,0.05399
16688,mechanism,0.062907
16689,uniform,0.065916
16689,raja_history_free,0.064538
16689,vitali_ogd_per_quantile,0.054032
16689,mechanism,0.063043
16690,uniform,0.066212
16690,raja_history_free,0.064814
16690,vitali_ogd_per_quantile,0.054023
16690,mechanism,0.063236
16691,uniform,0.065799
16691,raja_history_free,0.064388
16691,vitali_ogd_per_quantile,0.0534
16691,mechanism,0.062727
16692,uniform,0.066007
16692,raja_history_free,0.064595
16692,vitali_ogd_per_quantile,0.053496
16692,mechanism,0.062879
16693,uniform,0.065468
16693,raja_history_free,0.064052
16693,vitali_ogd_per_quantile,0.052993
16693,mechanism,0.062306
16694,uniform,0.065127
16694,raja_history_free,0.063726
16694,vitali_ogd_per_quantile,0.052839
16694,mechanism,0.061988
16695,uniform,0.064778
16695,raja_history_free,0.063398
16695,vitali_ogd_per_quantile,0.05267
16695,mechanism,0.061712
16696,uniform,0.064536
16696,raja_history_free,0.063177
16696,vitali_ogd_per_quantile,0.052595
16696,mechanism,0.061552
16697,uniform,0.063815
16697,raja_history_free,0.062425
16697,vitali_ogd_per_quantile,0.051536
16697,mechanism,0.0607
16698,uniform,0.060647
16698,raja_history_free,0.059264
16698,vitali_ogd_per_quantile,0.048775
16698,mechanism,0.057516
16699,uniform,0.059164
16699,raja_history_free,0.057869
16699,vitali_ogd_per_quantile,0.048135
16699,mechanism,0.056065
16700,uniform,0.058863
16700,raja_history_free,0.057688
16700,vitali_ogd_per_quantile,0.048169
16700,mechanism,0.055985
16701,uniform,0.058851
16701,raja_history_free,0.057746
16701,vitali_ogd_per_quantile,0.048323
16701,mechanism,0.056212
16702,uniform,0.059414
16702,raja_history_free,0.058343
16702,vitali_ogd_per_quantile,0.048709
16702,mechanism,0.05687
16703,uniform,0.05968
16703,raja_history_free,0.058601
16703,vitali_ogd_per_quantile,0.048822
16703,mechanism,0.057042
16704,uniform,0.060721
16704,raja_history_free,0.059616
16704,vitali_ogd_per_quantile,0.049521
16704,mechanism,0.057912
16705,uniform,0.062152
16705,raja_history_free,0.061008
16705,vitali_ogd_per_quantile,0.050311
16705,mechanism,0.059125
16706,uniform,0.062832
16706,raja_history_free,0.061625
16706,vitali_ogd_per_quantile,0.050362
16706,mechanism,0.059541
16707,uniform,0.063389
16707,raja_history_free,0.062134
16707,vitali_ogd_per_quantile,0.050521
16707,mechanism,0.059855
16708,uniform,0.063624
16708,raja_history_free,0.06232
16708,vitali_ogd_per_quantile,0.050327
16708,mechanism,0.059899
16709,uniform,0.062162
16709,raja_history_free,0.060822
16709,vitali_ogd_per_quantile,0.048469
16709,mechanism,0.058277
16710,uniform,0.060667
16710,raja_history_free,0.059351
16710,vitali_ogd_per_quantile,0.047444
16710,mechanism,0.056689
16711,uniform,0.05993
16711,raja_history_free,0.058677
16711,vitali_ogd_per_quantile,0.047219
16711,mechanism,0.056153
16712,uniform,0.059753
16712,raja_history_free,0.058442
16712,vitali_ogd_per_quantile,0.046446
16712,mechanism,0.055609
16713,uniform,0.059699
16713,raja_history_free,0.058379
16713,vitali_ogd_per_quantile,0.046328
16713,mechanism,0.055535
16714,uniform,0.059654
16714,raja_history_free,0.058337
16714,vitali_ogd_per_quantile,0.046281
16714,mechanism,0.055488
16715,uniform,0.059088
16715,raja_history_free,0.057766
16715,vitali_ogd_per_quantile,0.045623
16715,mechanism,0.054926
16716,uniform,0.059111
16716,raja_history_free,0.057803
16716,vitali_ogd_per_quantile,0.04555
16716,mechanism,0.054939
16717,uniform,0.058665
16717,raja_history_free,0.057377
16717,vitali_ogd_per_quantile,0.04515
16717,mechanism,0.054501
16718,uniform,0.058796
16718,raja_history_free,0.05751
16718,vitali_ogd_per_quantile,0.04529
16718,mechanism,0.054622
16719,uniform,0.058463
16719,raja_history_free,0.057152
16719,vitali_ogd_per_quantile,0.044812
16719,mechanism,0.054242
16720,uniform,0.058192
16720,raja_history_free,0.05688
16720,vitali_ogd_per_quantile,0.044655
16720,mechanism,0.053968
16721,uniform,0.058106
16721,raja_history_free,0.056798
16721,vitali_ogd_per_quantile,0.044612
16721,mechanism,0.053896
16722,uniform,0.057694
16722,raja_history_free,0.056397
16722,vitali_ogd_per_quantile,0.044275
16722,mechanism,0.053491
16723,uniform,0.057457
16723,raja_history_free,0.056181
16723,vitali_ogd_per_quantile,0.0442
16723,mechanism,0.053303
16724,uniform,0.057333
16724,raja_history_free,0.05604
16724,vitali_ogd_per_quantile,0.04384
16724,mechanism,0.053122
16725,uniform,0.056322
16725,raja_history_free,0.055012
16725,vitali_ogd_per_quantile,0.042896
16725,mechanism,0.052097
16726,uniform,0.055786
16726,raja_history_free,0.054494
16726,vitali_ogd_per_quantile,0.042683
16726,mechanism,0.051551
16727,uniform,0.055617
16727,raja_history_free,0.054307
16727,vitali_ogd_per_quantile,0.042076
16727,mechanism,0.051305
16728,uniform,0.055535
16728,raja_history_free,0.054226
16728,vitali_ogd_per_quantile,0.042008
16728,mechanism,0.05122
16729,uniform,0.05489
16729,raja_history_free,0.053581
16729,vitali_ogd_per_quantile,0.041367
16729,mechanism,0.050576
16730,uniform,0.054808
16730,raja_history_free,0.053489
16730,vitali_ogd_per_quantile,0.040976
16730,mechanism,0.050489
16731,uniform,0.054565
16731,raja_history_free,0.053241
16731,vitali_ogd_per_quantile,0.040699
16731,mechanism,0.050242
16732,uniform,0.052437
16732,raja_history_free,0.051092
16732,vitali_ogd_per_quantile,0.038273
16732,mechanism,0.048128
16733,uniform,0.052404
16733,raja_history_free,0.051047
16733,vitali_ogd_per_quantile,0.037813
16733,mechanism,0.048094
16734,uniform,0.053209
16734,raja_history_free,0.051861
16734,vitali_ogd_per_quantile,0.03862
16734,mechanism,0.0489
16735,uniform,0.054461
16735,raja_history_free,0.053108
16735,vitali_ogd_per_quantile,0.039523
16735,mechanism,0.050147
16736,uniform,0.055017
16736,raja_history_free,0.05363
16736,vitali_ogd_per_quantile,0.039657
16736,mechanism,0.050552
16737,uniform,0.055012
16737,raja_history_free,0.053579
16737,vitali_ogd_per_quantile,0.03917
16737,mechanism,0.050312
16738,uniform,0.053293
16738,raja_history_free,0.051858
16738,vitali_ogd_per_quantile,0.037864
16738,mechanism,0.048622
16739,uniform,0.053292
16739,raja_history_free,0.051862
16739,vitali_ogd_per_quantile,0.03759
16739,mechanism,0.048649
16740,uniform,0.053173
16740,raja_history_free,0.051723
16740,vitali_ogd_per_quantile,0.037372
16740,mechanism,0.048504
16741,uniform,0.053052
16741,raja_history_free,0.051592
16741,vitali_ogd_per_quantile,0.037286
16741,mechanism,0.048381
16742,uniform,0.053837
16742,raja_history_free,0.052375
16742,vitali_ogd_per_quantile,0.037955
16742,mechanism,0.049145
16743,uniform,0.054052
16743,raja_history_free,0.052568
16743,vitali_ogd_per_quantile,0.037652
16743,mechanism,0.049311
16744,uniform,0.054254
16744,raja_history_free,0.052751
16744,vitali_ogd_per_quantile,0.037628
16744,mechanism,0.049404
16745,uniform,0.054366
16745,raja_history_free,0.052848
16745,vitali_ogd_per_quantile,0.037499
16745,mechanism,0.049412
16746,uniform,0.05427
16746,raja_history_free,0.052743
16746,vitali_ogd_per_quantile,0.037407
16746,mechanism,0.04927
16747,uniform,0.054274
16747,raja_history_free,0.05275
16747,vitali_ogd_per_quantile,0.037432
16747,mechanism,0.049269
16748,uniform,0.054298
16748,raja_history_free,0.052774
16748,vitali_ogd_per_quantile,0.037462
16748,mechanism,0.049293
16749,uniform,0.05435
16749,raja_history_free,0.052827
16749,vitali_ogd_per_quantile,0.037553
16749,mechanism,0.049353
16750,uniform,0.054434
16750,raja_history_free,0.052913
16750,vitali_ogd_per_quantile,0.037797
16750,mechanism,0.049445
16751,uniform,0.054976
16751,raja_history_free,0.053463
16751,vitali_ogd_per_quantile,0.038451
16751,mechanism,0.049996
16752,uniform,0.055584
16752,raja_history_free,0.054058
16752,vitali_ogd_per_quantile,0.038682
16752,mechanism,0.0506
16753,uniform,0.056545
16753,raja_history_free,0.054988
16753,vitali_ogd_per_quantile,0.039127
16753,mechanism,0.051438
16754,uniform,0.05647
16754,raja_history_free,0.054918
16754,vitali_ogd_per_quantile,0.039468
16754,mechanism,0.051467
16755,uniform,0.056354
16755,raja_history_free,0.054816
16755,vitali_ogd_per_quantile,0.039502
16755,mechanism,0.051391
16756,uniform,0.055974
16756,raja_history_free,0.054442
16756,vitali_ogd_per_quantile,0.039357
16756,mechanism,0.051032
16757,uniform,0.056129
16757,raja_history_free,0.054577
16757,vitali_ogd_per_quantile,0.039071
16757,mechanism,0.051124
16758,uniform,0.055891
16758,raja_history_free,0.054321
16758,vitali_ogd_per_quantile,0.038513
16758,mechanism,0.050855
16759,uniform,0.055524
16759,raja_history_free,0.053959
16759,vitali_ogd_per_quantile,0.038302
16759,mechanism,0.050429
16760,uniform,0.055753
16760,raja_history_free,0.054191
16760,vitali_ogd_per_quantile,0.038595
16760,mechanism,0.050666
16761,uniform,0.055353
16761,raja_history_free,0.05379
16761,vitali_ogd_per_quantile,0.038405
16761,mechanism,0.050295
16762,uniform,0.054823
16762,raja_history_free,0.053278
16762,vitali_ogd_per_quantile,0.038154
16762,mechanism,0.049854
16763,uniform,0.054663
16763,raja_history_free,0.053134
16763,vitali_ogd_per_quantile,0.038117
16763,mechanism,0.049779
16764,uniform,0.054652
16764,raja_history_free,0.053126
16764,vitali_ogd_per_quantile,0.038018
16764,mechanism,0.049774
16765,uniform,0.054527
16765,raja_history_free,0.053006
16765,vitali_ogd_per_quantile,0.037882
16765,mechanism,0.049671
16766,uniform,0.054067
16766,raja_history_free,0.05255
16766,vitali_ogd_per_quantile,0.037368
16766,mechanism,0.049233
16767,uniform,0.054007
16767,raja_history_free,0.052503
16767,vitali_ogd_per_quantile,0.037317
16767,mechanism,0.049192
16768,uniform,0.053914
16768,raja_history_free,0.052417
16768,vitali_ogd_per_quantile,0.037272
16768,mechanism,0.049115
16769,uniform,0.05364
16769,raja_history_free,0.052149
16769,vitali_ogd_per_quantile,0.036956
16769,mechanism,0.048857
16770,uniform,0.053673
16770,raja_history_free,0.052196
16770,vitali_ogd_per_quantile,0.037134
16770,mechanism,0.048919
16771,uniform,0.053705
16771,raja_history_free,0.052233
16771,vitali_ogd_per_quantile,0.03718
16771,mechanism,0.048965
16772,uniform,0.053776
16772,raja_history_free,0.052307
16772,vitali_ogd_per_quantile,0.037227
16772,mechanism,0.049037
16773,uniform,0.054567
16773,raja_history_free,0.053095
16773,vitali_ogd_per_quantile,0.037874
16773,mechanism,0.049802
16774,uniform,0.054812
16774,raja_history_free,0.053326
16774,vitali_ogd_per_quantile,0.037997
16774,mechanism,0.049974
16775,uniform,0.05537
16775,raja_history_free,0.053925
16775,vitali_ogd_per_quantile,0.039054
16775,mechanism,0.050717
16776,uniform,0.055886
16776,raja_history_free,0.054443
16776,vitali_ogd_per_quantile,0.03959
16776,mechanism,0.051238
16777,uniform,0.056072
16777,raja_history_free,0.054615
16777,vitali_ogd_per_quantile,0.039676
16777,mechanism,0.05143
16778,uniform,0.056226
16778,raja_history_free,0.054784
16778,vitali_ogd_per_quantile,0.040087
16778,mechanism,0.051617
16779,uniform,0.05754
16779,raja_history_free,0.056101
16779,vitali_ogd_per_quantile,0.041302
16779,mechanism,0.052934
16780,uniform,0.057633
16780,raja_history_free,0.056181
16780,vitali_ogd_per_quantile,0.041535
16780,mechanism,0.053034
16781,uniform,0.058087
16781,raja_history_free,0.056614
16781,vitali_ogd_per_quantile,0.041886
16781,mechanism,0.053447
16782,uniform,0.058148
16782,raja_history_free,0.056683
16782,vitali_ogd_per_quantile,0.042179
16782,mechanism,0.053546
16783,uniform,0.058599
16783,raja_history_free,0.057146
16783,vitali_ogd_per_quantile,0.04282
16783,mechanism,0.054034
16784,uniform,0.05866
16784,raja_history_free,0.057204
16784,vitali_ogd_per_quantile,0.042968
16784,mechanism,0.054099
16785,uniform,0.058814
16785,raja_history_free,0.057353
16785,vitali_ogd_per_quantile,0.043135
16785,mechanism,0.054251
16786,uniform,0.059086
16786,raja_history_free,0.057638
16786,vitali_ogd_per_quantile,0.043554
16786,mechanism,0.054541
16787,uniform,0.059605
16787,raja_history_free,0.058177
16787,vitali_ogd_per_quantile,0.04435
16787,mechanism,0.055052
16788,uniform,0.059661
16788,raja_history_free,0.058233
16788,vitali_ogd_per_quantile,0.044485
16788,mechanism,0.055118
16789,uniform,0.060097
16789,raja_history_free,0.058675
16789,vitali_ogd_per_quantile,0.044915
16789,mechanism,0.05555
16790,uniform,0.06017
16790,raja_history_free,0.058742
16790,vitali_ogd_per_quantile,0.045087
16790,mechanism,0.055633
16791,uniform,0.060342
16791,raja_history_free,0.05891
16791,vitali_ogd_per_quantile,0.045215
16791,mechanism,0.055807
16792,uniform,0.060689
16792,raja_history_free,0.059247
16792,vitali_ogd_per_quantile,0.045386
16792,mechanism,0.056142
16793,uniform,0.06159
16793,raja_history_free,0.060133
16793,vitali_ogd_per_quantile,0.046033
16793,mechanism,0.056998
16794,uniform,0.061655
16794,raja_history_free,0.060201
16794,vitali_ogd_per_quantile,0.046384
16794,mechanism,0.057088
16795,uniform,0.061738
16795,raja_history_free,0.060276
16795,vitali_ogd_per_quantile,0.046469
16795,mechanism,0.057151
16796,uniform,0.062301
16796,raja_history_free,0.060836
16796,vitali_ogd_per_quantile,0.04693
16796,mechanism,0.057708
16797,uniform,0.062323
16797,raja_history_free,0.060859
16797,vitali_ogd_per_quantile,0.047141
16797,mechanism,0.057731
16798,uniform,0.062361
16798,raja_history_free,0.060893
16798,vitali_ogd_per_quantile,0.047089
16798,mechanism,0.05776
16799,uniform,0.062415
16799,raja_history_free,0.060944
16799,vitali_ogd_per_quantile,0.047135
16799,mechanism,0.057808
16800,uniform,0.062574
16800,raja_history_free,0.061105
16800,vitali_ogd_per_quantile,0.047353
16800,mechanism,0.057968
16801,uniform,0.063953
16801,raja_history_free,0.062476
16801,vitali_ogd_per_quantile,0.048586
16801,mechanism,0.059343
16802,uniform,0.064663
16802,raja_history_free,0.063142
16802,vitali_ogd_per_quantile,0.048784
16802,mechanism,0.059991
16803,uniform,0.065303
16803,raja_history_free,0.063737
16803,vitali_ogd_per_quantile,0.049041
16803,mechanism,0.06043
16804,uniform,0.065245
16804,raja_history_free,0.063625
16804,vitali_ogd_per_quantile,0.048723
16804,mechanism,0.060153
16805,uniform,0.064821
16805,raja_history_free,0.06317
16805,vitali_ogd_per_quantile,0.048331
16805,mechanism,0.059603
16806,uniform,0.064613
16806,raja_history_free,0.062966
16806,vitali_ogd_per_quantile,0.048246
16806,mechanism,0.059424
16807,uniform,0.064459
16807,raja_history_free,0.06277
16807,vitali_ogd_per_quantile,0.047663
16807,mechanism,0.059045
16808,uniform,0.064445
16808,raja_history_free,0.062752
16808,vitali_ogd_per_quantile,0.04755
16808,mechanism,0.059007
16809,uniform,0.064351
16809,raja_history_free,0.062658
16809,vitali_ogd_per_quantile,0.047436
16809,mechanism,0.058903
16810,uniform,0.06394
16810,raja_history_free,0.062251
16810,vitali_ogd_per_quantile,0.047089
16810,mechanism,0.058491
16811,uniform,0.063639
16811,raja_history_free,0.061965
16811,vitali_ogd_per_quantile,0.046934
16811,mechanism,0.058213
16812,uniform,0.063033
16812,raja_history_free,0.061321
16812,vitali_ogd_per_quantile,0.045919
16812,mechanism,0.057477
16813,uniform,0.062383
16813,raja_history_free,0.060672
16813,vitali_ogd_per_quantile,0.045479
16813,mechanism,0.056799
16814,uniform,0.062185
16814,raja_history_free,0.06049
16814,vitali_ogd_per_quantile,0.045411
16814,mechanism,0.056602
16815,uniform,0.061843
16815,raja_history_free,0.060125
16815,vitali_ogd_per_quantile,0.044772
16815,mechanism,0.056199
16816,uniform,0.06109
16816,raja_history_free,0.05937
16816,vitali_ogd_per_quantile,0.044153
16816,mechanism,0.055442
16817,uniform,0.060171
16817,raja_history_free,0.058415
16817,vitali_ogd_per_quantile,0.04279
16817,mechanism,0.054528
16818,uniform,0.058874
16818,raja_history_free,0.0571
16818,vitali_ogd_per_quantile,0.04118
16818,mechanism,0.053314
16819,uniform,0.057089
16819,raja_history_free,0.055338
16819,vitali_ogd_per_quantile,0.039822
16819,mechanism,0.051406
16820,uniform,0.056494
16820,raja_history_free,0.054801
16820,vitali_ogd_per_quantile,0.039673
16820,mechanism,0.050854
16821,uniform,0.056262
16821,raja_history_free,0.054609
16821,vitali_ogd_per_quantile,0.039573
16821,mechanism,0.050759
16822,uniform,0.056028
16822,raja_history_free,0.054415
16822,vitali_ogd_per_quantile,0.039492
16822,mechanism,0.050664
16823,uniform,0.055838
16823,raja_history_free,0.054242
16823,vitali_ogd_per_quantile,0.039414
16823,mechanism,0.050557
16824,uniform,0.055788
16824,raja_history_free,0.054188
16824,vitali_ogd_per_quantile,0.039247
16824,mechanism,0.050486
16825,uniform,0.055634
16825,raja_history_free,0.054032
16825,vitali_ogd_per_quantile,0.039085
16825,mechanism,0.050331
16826,uniform,0.055369
16826,raja_history_free,0.053768
16826,vitali_ogd_per_quantile,0.038909
16826,mechanism,0.050074
16827,uniform,0.054727
16827,raja_history_free,0.053131
16827,vitali_ogd_per_quantile,0.038498
16827,mechanism,0.049457
16828,uniform,0.054663
16828,raja_history_free,0.053069
16828,vitali_ogd_per_quantile,0.038129
16828,mechanism,0.04939
16829,uniform,0.054506
16829,raja_history_free,0.052904
16829,vitali_ogd_per_quantile,0.037884
16829,mechanism,0.049209
16830,uniform,0.054275
16830,raja_history_free,0.052668
16830,vitali_ogd_per_quantile,0.037588
16830,mechanism,0.048977
16831,uniform,0.054297
16831,raja_history_free,0.052694
16831,vitali_ogd_per_quantile,0.037536
16831,mechanism,0.049001
16832,uniform,0.054497
16832,raja_history_free,0.052897
16832,vitali_ogd_per_quantile,0.037684
16832,mechanism,0.049203
16833,uniform,0.052292
16833,raja_history_free,0.050687
16833,vitali_ogd_per_quantile,0.035408
16833,mechanism,0.04699
16834,uniform,0.050671
16834,raja_history_free,0.049122
16834,vitali_ogd_per_quantile,0.034448
16834,mechanism,0.045353
16835,uniform,0.050249
16835,raja_history_free,0.048797
16835,vitali_ogd_per_quantile,0.03455
16835,mechanism,0.045095
16836,uniform,0.05017
16836,raja_history_free,0.048775
16836,vitali_ogd_per_quantile,0.034726
16836,mechanism,0.045227
16837,uniform,0.05051
16837,raja_history_free,0.049139
16837,vitali_ogd_per_quantile,0.03505
16837,mechanism,0.045672
16838,uniform,0.051345
16838,raja_history_free,0.049966
16838,vitali_ogd_per_quantile,0.035544
16838,mechanism,0.046438
16839,uniform,0.051631
16839,raja_history_free,0.050228
16839,vitali_ogd_per_quantile,0.03564
16839,mechanism,0.046578
16840,uniform,0.051733
16840,raja_history_free,0.050313
16840,vitali_ogd_per_quantile,0.035689
16840,mechanism,0.046599
16841,uniform,0.051766
16841,raja_history_free,0.050357
16841,vitali_ogd_per_quantile,0.03584
16841,mechanism,0.046681
